simulation_id,time,interval,perturbation_density,recovery_beta,gamma,decay,noise,mean_r,min_r,mean_D,max_D,reachable_fraction,effective_edges,edge_fraction,weighted_mean_path_cost,weighted_max_path_cost,weighted_efficiency,future_weighted_efficiency,future_reachable_fraction,future_deterioration,future_efficiency_delta,noise_numeric
12,86,6,0.16666666666666666,0.030000000000000002,0.15,0.01,False,0.8888888888888888,0.0,0.17192553429867172,7.912645521734775,0.8888888888888888,228,0.8636363636363636,13.12115685713876,64.04279266662977,0.10547283570938062,0.10551305431869631,0.8888888888888888,0,-4.021860931568977e-05,0
12,87,6,0.16666666666666666,0.030000000000000002,0.15,0.01,False,0.8888888888888888,0.0,0.17020627895568496,7.833519066517427,0.8888888888888888,228,0.8636363636363636,13.120807659865035,64.03964989116626,0.10547502100460121,0.10551488222513289,0.8888888888888888,0,-3.98612205316784e-05,0
12,88,6,0.16666666666666666,0.030000000000000002,0.15,0.01,False,0.8888888888888888,0.0,0.16850421616612815,7.755183875852253,0.8888888888888888,228,0.8636363636363636,13.120461833499,64.03653745387193,0.10547718709547399,0.10551669368980002,0.8888888888888888,0,-3.9506594326027544e-05,0
12,89,6,0.16666666666666666,0.030000000000000002,0.15,0.01,False,0.8888888888888888,0.0,0.16681917400446683,7.67763203709373,0.8888888888888888,228,0.8636363636363636,13.120119346678738,64.03345507248957,0.10547933412647562,0.1055184888435125,0.8888888888888888,0,-3.9154717036887776e-05,0
12,90,6,0.16666666666666666,0.030000000000000002,0.15,0.01,False,0.8888888888888888,0.0,0.16515098226442218,7.600855716722792,0.8888888888888888,228,0.8636363636363636,13.11978016831105,64.03040246718041,0.10548146224144567,0.1055202678163645,0.8888888888888888,0,-3.8805574918837626e-05,0
12,91,6,0.16666666666666666,0.030000000000000002,0.15,0.01,False,0.8888888888888888,0.0,0.16349947244177795,7.524847159555565,0.8888888888888888,228,0.8636363636363636,13.119444267569605,64.02737936050738,0.10548357158358067,0.10552203073772705,0.8888888888888888,0,-3.845915414638079e-05,0
12,92,6,0.16666666666666666,0.030000000000000002,0.15,0.01,False,0.8888888888888888,0.0,0.16186447771736018,7.449598687960009,0.8888888888888888,228,0.8636363636363636,13.11911161389309,64.02438547741875,0.10548566229542816,0.10552377773624601,0.8888888888888888,0,-3.811544081784579e-05,0
12,93,6,0.16666666666666666,0.030000000000000002,0.15,0.01,False,0.8888888888888888,0.0,0.16024583294018654,7.375102701080409,0.8888888888888888,228,0.8636363636363636,13.118782176983377,64.02142054523134,0.1054877345188811,0.10552550893984007,0.8888888888888888,0,-3.777442095896644e-05,0
12,94,6,0.16666666666666666,0.030000000000000002,0.15,0.01,False,0.8888888888888888,0.0,0.1586433746107847,7.301351674069605,0.8888888888888888,228,0.8636363636363636,13.118455926803692,64.01848429361416,0.10548978839517242,0.10552722447569884,0.8888888888888888,0,-3.743608052642067e-05,0
12,95,6,0.16666666666666666,0.030000000000000002,0.15,0.01,False,0.8888888888888888,0.0,0.15705694086467684,7.228338157328909,0.8888888888888888,228,0.8636363636363636,13.118132833576775,64.01557645457194,0.10549182406486982,0.10552892447028131,0.8888888888888888,0,-3.7100405411494286e-05,0
12,96,6,0.16666666666666666,0.030000000000000002,0.15,0.01,False,0.8888888888888888,0.0,0.1554863714560301,7.15605477575562,0.8888888888888888,228,0.8636363636363636,13.117812867783067,64.01269676242856,0.10549384166787065,0.105530609049314,0.8888888888888888,0,-3.676738144334224e-05,0
